WC_Sample_Site_Name,Lab_Samp_No,Matrix_ID,Date_Collected,Date_Received,Date_Analyzed,Lab_Name,Analytical_Method,Analyte,Lab_Result_Qualifier,Result,Units,MDL,Reporting_Limit,Comments,ESA_omit_data,ESA_Flag,PercentDif,Site_Number,qa_type,Notes
1 Uva2023,23090127-003,Surface Water,9/6/2023,9/7/2023,9/7/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0158,mg/L,0.0042,0.02,,,BRL,,1UVa2023,field_primary,
Site 5,23050593-006,Surface Water,5/17/2023,5/18/2023,5/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0157,mg/L,0.0042,0.02,,,BRL,,5,field_primary,
Site 22,23070747-002,Surface Water,7/24/2023,7/25/2023,7/26/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0157,mg/L,0.0042,0.02,,,BRL,,22,field_primary,
Site 20,23060095-007,Surface Water,6/5/2023,6/6/2023,6/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0156,mg/L,0.0042,0.02,,,BRL,,20,field_primary,
Site 17,23080040-006,Surface Water,7/31/2023,8/1/2023,8/1/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0156,mg/L,0.0042,0.02,,,BRL,,17,field_primary,
SITE 15,23080234-006,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0154,mg/L,0.0042,0.02,,,BRL,,15,field_primary,
Site 12,23070746-004,Surface Water,7/24/2023,7/25/2023,7/26/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0153,mg/L,0.0042,0.02,,,BRL,,12,field_primary,
Site 13,23070540-003,Surface Water,7/17/2023,7/18/2023,7/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0152,mg/L,0.0042,0.02,,,BRL,,13,field_primary,
Site 18,23070287-007,Surface Water,7/10/2023,7/11/2023,7/11/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0149,mg/L,0.0042,0.02,,,BRL,,18,field_primary,
SITE 14 Dupe,23080039-002,Surface Water,7/31/2023,8/1/2023,8/1/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0149,mg/L,0.0042,0.02,,,BRL,,14,field_duplicate,
SITE 16,23080234-009,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0149,mg/L,0.0042,0.02,,,BRL,,16,field_primary,
SITE 17,23080234-005,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0147,mg/L,0.0042,0.02,,,BRL,,17,field_primary,
Site 12,23080766-002,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0147,mg/L,0.0042,0.02,,,BRL,,12,field_primary,
Site 12,23070540-002,Surface Water,7/17/2023,7/18/2023,7/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0143,mg/L,0.0042,0.02,,,BRL,,12,field_primary,
Site 20,23050718-001,Surface Water,5/22/2023,5/23/2023,5/30/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,J,0.0161,mg/L,0.0062,0.02,,,BRL,,20,field_primary,
SITE 14,23080039-001,Surface Water,7/31/2023,8/1/2023,8/1/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.014,mg/L,0.0042,0.02,,,BRL,,14,field_primary,
1UVa2023,23080765-001,Surface Water,8/29/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0139,mg/L,0.0042,0.02,,,BRL,,1UVa2023,field_primary,
Site 8 Duplicate,23050630-004,Surface Water,5/18/2023,5/19/2023,5/30/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,J,0.0137,mg/L,0.0062,0.02,,,BRL,42%,8,field_duplicate,
Site 5uva2023,23080441-007,Surface Water,8/15/2023,8/15/2023,8/15/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0135,mg/L,0.0042,0.02,,,BRL,,5UVa2023,field_primary,
Site 8 Duplicate,23050630-004,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0134,mg/L,0.0042,0.02,,,BRL,6.15%,8,field_duplicate,
SITE 5UVa2023,23080767-007,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0133,mg/L,0.0042,0.02,,,BRL,,5UVa2023,field_primary,
Site 11,23070531-003,Surface Water,7/17/2023,7/18/2023,7/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0132,mg/L,0.0042,0.02,,,BRL,,11,field_primary,
Site 11,23070531-003,Surface Water,7/17/2023,7/18/2023,7/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0132,mg/L,0.0042,0.02,,,BRL,,11,field_primary,
SITE 9,23080764-003,Surface Water,8/29/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0132,mg/L,0.0042,0.02,,,BRL,,9,field_primary,
SITE 10,23080767-005,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0132,mg/L,0.0042,0.02,,,BRL,,10,field_primary,
Site 18,23050631-001,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0131,mg/L,0.0042,0.02,,,BRL,,18,field_primary,
Site 11,23090126-004,Surface Water,9/6/2023,9/7/2023,9/7/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0131,mg/L,0.0042,0.02,,,BRL,,11,field_primary,
SITE 10,23080441-003,Surface Water,8/14/2023,8/15/2023,8/15/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.013,mg/L,0.0042,0.02,,,BRL,,10,field_primary,
1UVa2023,23080233-002,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0129,mg/L,0.0042,0.02,,,BRL,,1UVa2023,field_primary,
SITE 26,23080764-002,Surface Water,8/29/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0128,mg/L,0.0042,0.02,,,BRL,,26,field_primary,
Site 8,23050630-003,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0126,mg/L,0.0042,0.02,,,BRL,,8,field_primary,
Site 22,23050631-005,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0126,mg/L,0.0042,0.02,,,BRL,,22,field_primary,
Site 5UVa2023,23080617-001,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0126,mg/L,0.0042,0.02,,,BRL,,5UVa2023,field_primary,
Site 16,23070746-009,Surface Water,7/24/2023,7/25/2023,7/26/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0125,mg/L,0.0042,0.02,,,BRL,,16,field_primary,
2UVa2023,23080233-003,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0125,mg/L,0.0042,0.02,,,BRL,,2UVa2023,field_primary,
2Uva2023,23080765-002,Surface Water,8/29/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0125,mg/L,0.0042,0.02,,,BRL,,2Uva2023,field_primary,
SITE 18 Dupe,23080767-003,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0125,mg/L,0.0042,0.02,,,BRL,,18,field_duplicate,
Site 12,23050631-003,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0124,mg/L,0.0042,0.02,,,BRL,,12,field_primary,
3 Uva2023,23090127-001,Surface Water,9/6/2023,9/7/2023,9/7/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0124,mg/L,0.0042,0.02,,,BRL,,3UVa2023,field_primary,
2 Uva2023,23090127-002,Surface Water,9/6/2023,9/7/2023,9/7/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0124,mg/L,0.0042,0.02,,,BRL,,2UVa2023,field_primary,
Site 18,23060531-007,Surface Water,6/19/2023,6/20/2023,6/20/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0123,mg/L,0.0042,0.02,,,BRL,,18,field_primary,
Site 10 DUPE,23090126-003,Surface Water,9/6/2023,9/7/2023,9/7/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0123,mg/L,0.0042,0.02,,,BRL,,10,field_duplicate,
Site 18,23070085-001,Surface Water,7/5/2023,7/6/2023,7/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0121,mg/L,0.0042,0.02,,,BRL,,18,field_primary,
Site 16,23070085-003,Surface Water,7/5/2023,7/6/2023,7/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0121,mg/L,0.0042,0.02,,,BRL,,16,field_primary,
Site 10,23080040-002,Surface Water,7/31/2023,8/1/2023,8/1/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0121,mg/L,0.0042,0.02,,,BRL,,10,field_primary,
Site 11- Dupe,23090662-005,Surface Water,9/26/2023,9/26/2023,9/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0121,mg/L,0.0042,0.02,,,BRL,,11,field_duplicate,
Site 9,23050630-002,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.012,mg/L,0.0042,0.02,,,BRL,,9,field_primary,
Site 20,23060729-001,Surface Water,6/26/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.012,mg/L,0.0042,0.02,,,BRL,,20,field_primary,
Site 12 Duplicate,23050631-004,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0119,mg/L,0.0042,0.02,,,BRL,4.11%,12,field_duplicate,
Site 20,23070531-001,Surface Water,7/17/2023,7/18/2023,7/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0117,mg/L,0.0042,0.02,,,BRL,,20,field_primary,
Site 20,23070531-001,Surface Water,7/17/2023,7/18/2023,7/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0117,mg/L,0.0042,0.02,,,BRL,,20,field_primary,
2 UVa 2023,23080117-004,Surface Water,8/2/2023,8/3/2023,8/3/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0117,mg/L,0.0042,0.02,,,BRL,,2UVa2023,field_primary,
Site 17,23090268-001,Surface Water,9/11/2023,9/12/2023,9/12/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0117,mg/L,0.0042,0.02,,,BRL,,17,field_primary,
Site 15,23080766-004,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0115,mg/L,0.0042,0.02,,,BRL,,15,field_primary,
Site 20,23060531-002,Surface Water,6/19/2023,6/20/2023,6/20/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0114,mg/L,0.0042,0.02,,,BRL,,20,field_primary,
Site 16,23090268-002,Surface Water,9/11/2023,9/12/2023,9/12/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0114,mg/L,0.0042,0.02,,,BRL,,16,field_primary,
Site 15,23080618-004,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0113,mg/L,0.0042,0.02,,,BRL,,15,field_primary,
Site 20,23070086-001,Surface Water,7/5/2023,7/6/2023,7/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0112,mg/L,0.0042,0.02,,,BRL,,20,field_primary,
Site 13,23070302-003,Surface Water,7/10/2023,7/11/2023,7/11/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0112,mg/L,0.0042,0.02,,,BRL,,13,field_primary,
SITE 13,23080039-003,Surface Water,7/31/2023,8/1/2023,8/1/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0112,mg/L,0.0042,0.02,,,BRL,,13,field_primary,
site 11,23080233-005,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0112,mg/L,0.0042,0.02,,,BRL,,11,field_primary,
Site 16,23050631-002,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.011,mg/L,0.0042,0.02,,,BRL,,16,field_primary,
SITE 18,23080767-002,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.011,mg/L,0.0042,0.02,,,BRL,,18,field_primary,
SITE 11,23080767-006,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.011,mg/L,0.0042,0.02,,,BRL,,11,field_primary,
Site 12,23090061-002,Surface Water,9/5/2023,9/5/2023,9/5/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0109,mg/L,0.0042,0.02,,,BRL,,12,field_primary,
Site 14,23070746-003,Surface Water,7/24/2023,7/25/2023,7/26/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0107,mg/L,0.0042,0.02,,,BRL,,14,field_primary,
Site 13,23060530-005,Surface Water,6/19/2023,6/20/2023,6/20/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0106,mg/L,0.0042,0.02,,,BRL,,13,field_primary,
site 12,23080233-006,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0106,mg/L,0.0042,0.02,,,BRL,,12,field_primary,
Site 17 Duplicate,23090060-003,Surface Water,9/5/2023,9/5/2023,9/5/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0106,mg/L,0.0042,0.02,,,BRL,,17,field_duplicate,
Site 17,23090662-002,Surface Water,9/25/2023,9/26/2023,9/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0106,mg/L,0.0042,0.02,,,BRL,,17,field_primary,
Site 27,23050718-004,Surface Water,5/22/2023,5/23/2023,5/23/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0105,mg/L,0.0042,0.02,,,BRL,,27,field_primary,
Site 16,23070287-005,Surface Water,7/10/2023,7/11/2023,7/11/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0105,mg/L,0.0042,0.02,,,BRL,,16,field_primary,
Site 14,23070302-004,Surface Water,7/10/2023,7/11/2023,7/11/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0105,mg/L,0.0042,0.02,,,BRL,,14,field_primary,
SITE 10,23080234-008,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0105,mg/L,0.0042,0.02,,,BRL,,10,field_primary,
3UVa2023,23080765-003,Surface Water,8/29/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0104,mg/L,0.0042,0.02,,,BRL,,3UVa2023,field_primary,
Site 22,23080618-001,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0103,mg/L,0.0042,0.02,,,BRL,,22,field_primary,
Site 24,23080766-006,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0103,mg/L,0.0042,0.02,,,BRL,,24,field_primary,
Site 17,23070531-005,Surface Water,7/17/2023,7/18/2023,7/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0102,mg/L,0.0042,0.02,,,BRL,,17,field_primary,
Site 17,23070531-005,Surface Water,7/17/2023,7/18/2023,7/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0102,mg/L,0.0042,0.02,,,BRL,,17,field_primary,
Site 26UVa2023,23080618-006,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0098,mg/L,0.0042,0.02,,,BRL,,26UVa2023,field_primary,
Site 16,23090061-001,Surface Water,9/5/2023,9/5/2023,9/5/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0098,mg/L,0.0042,0.02,,,BRL,,16,field_primary,
1 UVa 2023,23080117-005,Surface Water,8/2/2023,8/3/2023,8/3/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0095,mg/L,0.0042,0.02,,,BRL,,1UVa2023,field_primary,
SITE 16,23080767-004,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0095,mg/L,0.0042,0.02,,,BRL,,16,field_primary,
Site 25,23050630-006,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0092,mg/L,0.0042,0.02,,,BRL,,25,field_primary,
site 14,23080233-008,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0092,mg/L,0.0042,0.02,,,BRL,,14,field_primary,
Site 10,23060094-002,Surface Water,6/5/2023,6/6/2023,6/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0091,mg/L,0.0042,0.02,"temp was 14C however, one sample was collected morning of 6/5/23 (RM comment - one sample on 6/6, rest on 6/5. Could it be 4C rather than 14C?)",,BRL,,10,field_primary,
Site 12,23060728-002,Surface Water,6/26/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0091,mg/L,0.0042,0.02,,,BRL,,12,field_primary,
Site 18,23080618-005,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0091,mg/L,0.0042,0.02,,,BRL,,18,field_primary,
Site 13,23050593-003,Surface Water,5/17/2023,5/18/2023,5/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0089,mg/L,0.0042,0.02,,,BRL,,13,field_primary,
Site 26UVa2023,23070284-001,Surface Water,7/11/2023,7/11/2023,7/11/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0089,mg/L,0.0042,0.02,,,BRL,,26UVa2023,field_primary,
Site 15,23070085-004,Surface Water,7/5/2023,7/6/2023,7/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0088,mg/L,0.0042,0.02,,,BRL,,15,field_primary,
Site 17,23070287-006,Surface Water,7/10/2023,7/11/2023,7/11/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0088,mg/L,0.0042,0.02,,,BRL,,17,field_primary,
Site 10,23050630-008,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0087,mg/L,0.0042,0.02,,,BRL,,10,field_primary,
Site 20,23050718-001,Surface Water,5/22/2023,5/23/2023,5/23/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0086,mg/L,0.0042,0.02,,,BRL,,20,field_primary,
SITE 11,23080441-004,Surface Water,8/14/2023,8/15/2023,8/15/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0084,mg/L,0.0042,0.02,,,BRL,,11,field_primary,
Site 10,23080618-003,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0084,mg/L,0.0042,0.02,,,BRL,,10,field_primary,
Site 20,23090061-003,Surface Water,9/5/2023,9/5/2023,9/5/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0083,mg/L,0.0042,0.02,,,BRL,,20,field_primary,
Site 20,23060363-006,Surface Water,6/12/2023,6/13/2023,6/28/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,J,0.01,mg/L,0.0062,0.02,,,BRL,,20,field_primary,
Site 24,23060727-002,Surface Water,6/27/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0082,mg/L,0.0042,0.02,,,BRL,,24,field_primary,
SITE 20,23080764-001,Surface Water,8/29/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0082,mg/L,0.0042,0.02,,,BRL,,20,field_primary,
Site 1,23050593-001,Surface Water,5/17/2023,5/18/2023,5/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0081,mg/L,0.0042,0.02,,,BRL,,1,field_primary,
Site 7,23060531-005,Surface Water,6/19/2023,6/20/2023,6/20/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.008,mg/L,0.0042,0.02,,,BRL,,7,field_primary,
Site 17,23080766-005,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.008,mg/L,0.0042,0.02,,,BRL,,17,field_primary,
Site 18,23060095-005,Surface Water,6/5/2023,6/6/2023,6/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0079,mg/L,0.0042,0.02,,,BRL,,18,field_primary,
SITE 12,23070086-005,Surface Water,7/5/2023,7/6/2023,7/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0079,mg/L,0.0042,0.02,,,BRL,,12,field_primary,
1 UVA 2023,23090263-001,Surface Water,9/12/2023,9/12/2023,9/13/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0079,mg/L,0.0042,0.02,,,BRL,,1UVa2023,field_primary,
Site 1 Duplicate,23050593-007,Surface Water,5/17/2023,5/18/2023,5/25/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,J,0.0078,mg/L,0.0062,0.02,,,BRL,0%,1,field_duplicate,
Ste 13,23060728-004,Surface Water,6/26/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0078,mg/L,0.0042,0.02,,,BRL,,13,field_primary,
site 13,23080233-007,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0078,mg/L,0.0042,0.02,,,BRL,,13,field_primary,
3UVa2023,23080233-004,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0077,mg/L,0.0042,0.02,,,BRL,,3UVa2023,field_primary,
Site 1 Duplicate,23050593-007,Surface Water,5/17/2023,5/18/2023,5/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0076,mg/L,0.0042,0.02,,,BRL,6%,1,field_duplicate,
Site 11,23060728-005,Surface Water,6/26/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0076,mg/L,0.0042,0.02,,,BRL,,11,field_primary,
Site 26,23050721-001,Surface Water,5/23/2023,5/23/2023,5/24/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0075,mg/L,0.0042,0.02,,,BRL,,26,field_primary,
Site 16,23090662-003,Surface Water,9/25/2023,9/26/2023,9/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0075,mg/L,0.0042,0.02,,,BRL,,16,field_primary,
Site 23,23050718-006,Surface Water,5/22/2023,5/23/2023,5/24/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0073,mg/L,0.0042,0.02,,,BRL,,23,field_primary,
Site 12,23080617-004,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0073,mg/L,0.0042,0.02,,,BRL,,12,field_primary,
Site 15,23090060-004,Surface Water,9/5/2023,9/5/2023,9/5/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0073,mg/L,0.0042,0.02,,,BRL,,15,field_primary,
Site 10,23090662-007,Surface Water,9/26/2023,9/26/2023,9/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0073,mg/L,0.0042,0.02,,,BRL,,10,field_primary,
Site 15,23050630-005,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0072,mg/L,0.0042,0.02,,,BRL,,15,field_primary,
Site 10,23060728-006,Surface Water,6/26/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0072,mg/L,0.0042,0.02,,,BRL,,10,field_primary,
Site 10 Duplicate,23060094-003,Surface Water,6/5/2023,6/6/2023,6/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.007,mg/L,0.0042,0.02,"temp was 14C however, one sample was collected morning of 6/5/23",,BRL,,10,field_duplicate,
Site 23,23060728-007,Surface Water,6/26/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.007,mg/L,0.0042,0.02,,,BRL,,23,field_primary,
Site 23,23090126-001,Surface Water,9/6/2023,9/7/2023,9/7/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0069,mg/L,0.0042,0.02,,,BRL,,23,field_primary,
Site 9UVa2023,23080618-002,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0068,mg/L,0.0042,0.02,,,BRL,,9UVa2023,field_primary,
3 UVA 2023,23090263-002,Surface Water,9/12/2023,9/12/2023,9/13/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0068,mg/L,0.0042,0.02,,,BRL,,3UVa2023,field_primary,
Site 14,23060728-003,Surface Water,6/26/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0067,mg/L,0.0042,0.02,,,BRL,,14,field_primary,
Site 13,23080617-005,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0067,mg/L,0.0042,0.02,,,BRL,,13,field_primary,
Site 14 DUPLICATE,23080617-007,Surface Water,8/21/2023,8/22/2023,8/22/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0067,mg/L,0.0042,0.02,,,BRL,,14,field_duplicate,
Site 11,23060094-004,Surface Water,6/5/2023,6/6/2023,6/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0066,mg/L,0.0042,0.02,"temp was 14C however, one sample was collected morning of 6/5/23 (RM comment - one sample on 6/6, rest on 6/5. Could it be 4C rather than 14C?)",,BRL,,11,field_primary,
Site 15,23060729-006,Surface Water,6/26/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0065,mg/L,0.0042,0.02,,,BRL,,15,field_primary,
SITE 13,23070086-006,Surface Water,7/5/2023,7/6/2023,7/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0065,mg/L,0.0042,0.02,,,BRL,,13,field_primary,
Site 18,23090060-001,Surface Water,9/5/2023,9/5/2023,9/5/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0065,mg/L,0.0042,0.02,,,BRL,,18,field_primary,
Site 11,23050593-004,Surface Water,5/17/2023,5/18/2023,5/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0063,mg/L,0.0042,0.02,,,BRL,,11,field_primary,
Site 19,23050718-003,Surface Water,5/22/2023,5/23/2023,5/23/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",J,0.0062,mg/L,0.0042,0.02,,,BRL,,19,field_primary,
