Waterbody,Project,Replicate,Habitat,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Abundance,Location
Lake Tahoe,NA,10,mid-channel,2022-05-03,Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8.61,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,5,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,3,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,11,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,2,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,2,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,5,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,12,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,5,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,7,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,5,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,6,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,45,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,5,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,4,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,42,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,9,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,23,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,1,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,5,Tahoe Keys CMT
Lake Tahoe,NA,10,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,1,Tahoe Keys CMT
Lake Tahoe,NA,11,mid-channel,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,11,mid-channel,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8.61,Tahoe Keys CMT
Lake Tahoe,NA,11,mid-channel,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,241.08,Tahoe Keys CMT
Lake Tahoe,NA,11,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,51.66,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Oxyethira,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,1,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,40,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,8,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,2,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,17,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Endochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,21,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,10,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,29,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,56,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,84,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,6,Tahoe Keys CMT
Lake Tahoe,NA,11,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,4,Tahoe Keys CMT
Lake Tahoe,NA,12,mid-channel,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,12,mid-channel,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,12,mid-channel,2022-05-03,Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8.61,Tahoe Keys CMT
Lake Tahoe,NA,12,mid-channel,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8.61,Tahoe Keys CMT
Lake Tahoe,NA,12,mid-channel,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,154.98,Tahoe Keys CMT
Lake Tahoe,NA,12,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8.61,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,6,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,13,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,6,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,29,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,5,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,66,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,19,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,16,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,12,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,3,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,217,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,4,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,6,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,2,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,21,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,2,Tahoe Keys CMT
Lake Tahoe,NA,12,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,58,Tahoe Keys CMT
Lake Tahoe,NA,13,mid-channel,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,13,mid-channel,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,17.22,Tahoe Keys CMT
Lake Tahoe,NA,13,mid-channel,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,13,mid-channel,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,25.83,Tahoe Keys CMT
Lake Tahoe,NA,13,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,34.44,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,1,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,5,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,11,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,6,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,3,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Endochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,7,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Pseudochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Pseudosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,10,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,7,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,27,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,5,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,89,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,6,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,41,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,5,Tahoe Keys CMT
Lake Tahoe,NA,13,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,11,Tahoe Keys CMT
Lake Tahoe,NA,14,mid-channel,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,14,mid-channel,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,154.98,Tahoe Keys CMT
Lake Tahoe,NA,14,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,34.44,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,2,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,7,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,15,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,4,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,5,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Pseudochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,9,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,11,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,7,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,1,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,89,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,1,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,5,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,3,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,7,Tahoe Keys CMT
Lake Tahoe,NA,14,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,8,Tahoe Keys CMT
Lake Tahoe,NA,15,mid-channel,2022-05-03,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,15,mid-channel,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,15,mid-channel,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,8.61,Tahoe Keys CMT
Lake Tahoe,NA,15,mid-channel,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,8.61,Tahoe Keys CMT
Lake Tahoe,NA,15,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,34.44,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,1,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Dicrotendipes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Endochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,24,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,6,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,5,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,2,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,2,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,45,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,11,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,1,Tahoe Keys CMT
Lake Tahoe,NA,15,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,3,Tahoe Keys CMT
Lake Tahoe,NA,16,mid-channel,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,16,mid-channel,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,16,mid-channel,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,17.22,Tahoe Keys CMT
Lake Tahoe,NA,16,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,34.44,Tahoe Keys CMT
